hash,short,date,author,subject,action,batch,value,risk,port,fork-overlap-files,notes
34be7a123499cc7733161482fdf5d42e4c1bae51,34be7a1234,2026-05-24,Jeon JaeHyeong,fix(native-file): prevent fatal crash when unlinking missing files (#1832),PORT,A1,HIGH,GREEN,DIRECT,android/app/src/main/java/com/rajarsheechatterjee/NativeFile/NativeFile.kt,NativeFile.kt unlink crash fix; fork byte-identical pre-fix (throw->return). Top crash fix.
60f42ed6243dc5d4daa68c727d60c9fb5dd6576a,60f42ed624,2026-05-24,Jeon JaeHyeong,chore(build): patch @rock-js/plugin-metro for windows compatibility (#1830),SKIP,SKIP-INFRA,-,-,-,"android/settings.gradle,pnpm-lock.yaml,pnpm-workspace.yaml",rock CLI build system; fork uses community CLI + Gradle 9.2.0.
25c93afabe24d34f2130ee0fd7e0846a9b4861ff,25c93afabe,2026-05-24,Anthony Truong,fix(reader): restore saved chapter progress from db if available (#1850),PORT,A3,MEDIUM,YELLOW,MANUAL,src/screens/reader/hooks/useChapter.ts,Restore chapter progress from DB on reader open (3 lines useChapter.ts).
2cd5a97ee8e482e92b45e9b702c9ba974e06a092,2cd5a97ee8,2026-05-10,Gaurav Tupe,fix: await database operations inside transactions (#1845),SKIP,SKIP-DRIZZLE,-,-,-,"src/database/queries/CategoryQueries.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts",await DB ops in transactions (op-sqlite tx API) - NOT-FEASIBLE direct; CONCEPT applies to fork unawaited runAsync in NovelQueries (audit follow-up).
8f47e8fd1e1aedaf22df8275484f27b5d40b2a39,8f47e8fd1e,2026-05-07,Patrick Loser,theme switcher refactor (#1839),PORT,C,MEDIUM,YELLOW,MANUAL,"App.tsx,package.json,pnpm-lock.yaml,src/components/BottomTabBar/index.tsx,src/components/ColorPickerModal/ColorPickerModal.tsx,src/components/List/List.tsx,src/components/SegmentedControl/SegmentedControl.tsx,src/components/ThemePicker/ThemePicker.tsx,src/hooks/persisted/index.ts,src/hooks/persisted/useTheme.ts,src/screens/onboarding/ThemeSelectionStep.tsx,src/screens/settings/SettingsAppearanceScreen/LanguagePickerModal.tsx,src/screens/settings/SettingsAppearanceScreen/SettingsAppearanceScreen.tsx,src/theme/utils/setBarColor.ts",Theme switcher refactor (#1839) - prerequisite for dynamic colors; fork useTheme matches pre-refactor base.
eafa545b2a34320b5e1eb2d99ba61b6888838da8,eafa545b2a,2026-05-06,Patrick Loser,use novel refactor (#1838),SKIP,SKIP-INFRA,-,-,-,"package.json,pnpm-lock.yaml,src/database/db.ts,src/database/queries/__tests__/NovelQueries.test.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/hooks/persisted/index.ts,src/hooks/persisted/useNovel.ts,src/hooks/persisted/useTheme.ts,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/PageNavigationBottomSheet.tsx,src/screens/novel/NovelScreen.tsx,src/screens/reader/components/ChapterDrawer/index.tsx,src/screens/reader/components/ReaderAppbar.tsx,src/screens/reader/components/ReaderFooter.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/settings/SettingsAdvancedScreen.tsx,src/screens/settings/SettingsReaderScreen/tabs/NavigationTab.tsx,src/screens/updates/UpdatesScreen.tsx,src/services/migrate/migrateNovel.ts,strings/languages/en/strings.json,strings/types/index.ts",useNovel zustand store refactor (75 files) - fork has own useNovel hook + raw SQL. Maintainability-only.
b680a07750f0b7650836c0573566e641d4aaa679,b680a07750,2026-05-03,Jeon JaeHyeong,fix(browse): use gesture-handler pressable in pluginlistitem (#1828),SKIP,SKIP-OTHER,-,-,-,src/screens/browse/components/PluginListItem.tsx,No clear user value / overlaps fork-critical files or infra. See subagent report.
2a919ec0f963a4d4613e3e0ebe99a16fa7e2dbe3,2a919ec0f9,2026-05-03,Jeon JaeHyeong,chore: gitignore tsconfig.tsbuildinfo build cache (#1829),PORT,A1,LOW,YELLOW,MANUAL-trivial,.gitignore,gitignore tsconfig.tsbuildinfo. Fork .gitignore context differs (expo-cli block) - manual append (review 2026-08-04).
01596c045a4637acf056f75cf87ffc0198d79899,01596c045a,2026-04-14,Definisi,fix: apply active filters to chapter count display (closes #1793) (#1797),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,"src/database/queries/ChapterQueries.ts,src/hooks/persisted/useNovel.ts",Apply active filters to chapter count display.
3de93c5c093ab2fb7e0d509e367e4fec813082e2,3de93c5c09,2026-04-13,Patrick Loser,feat: migrate from rn community cli to rock (#1812),SKIP,SKIP-INFRA,-,-,-,".gitignore,android/app/build.gradle,android/settings.gradle,babel.config.js,package.json,pnpm-lock.yaml,src/screens/more/About.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,tsconfig.json",rock CLI build system; fork uses community CLI + Gradle 9.2.0.
306f5b27e2716f1a963fd992c06f5c961f44c926,306f5b27e2,2026-04-06,Patrick Loser,fix: install the right version of hermes compiler,SKIP,SKIP-INFRA,-,-,-,"package.json,pnpm-lock.yaml",Expo 55 toolchain pinning; N/A to fork Expo 54.
06f0f66e3e4659db14127b1b56202dd3a8fca521,06f0f66e3e,2026-04-05,Patrick Loser,fix: add hermes-compiler dev dep,SKIP,SKIP-INFRA,-,-,-,"package.json,pnpm-lock.yaml",Expo 55 toolchain pinning; N/A to fork Expo 54.
64921a054e9d4a11a0aad294b9703a3ab4c16b9f,64921a054e,2026-04-05,Patrick Loser,feat: expo 55 upgrade,SKIP,SKIP-INFRA,-,-,-,".gitignore,android/app/src/main/AndroidManifest.xml,android/app/src/main/java/com/rajarsheechatterjee/LNReader/MainApplication.kt,android/build.gradle,android/gradle/wrapper/gradle-wrapper.properties,android/settings.gradle,babel.config.js,package.json,pnpm-lock.yaml,src/components/BottomSheet/BottomSheet.tsx,src/components/List/List.tsx,src/database/db.ts,src/hooks/persisted/useNovel.ts,src/plugins/helpers/storage.ts,src/screens/Categories/components/CategoryCard.tsx,src/screens/more/About.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderSheetPreferenceItem.tsx,src/screens/settings/SettingsAdvancedScreen.tsx",Expo 55 upgrade - belongs to fork own upgrade decision.
44e035ad38b25f79741199b6aea64479831ccc14,44e035ad38,2026-03-12,Rajarshee Chatterjee,chore: update translations (#1683),SKIP,SKIP-I18N,-,-,-,,Crowdin sync; fork strings at strings/languages with custom keys - manual per-key diff only.
1803cd071d24a4d8ada8c55814a6ce62eaf98481,1803cd071d,2026-02-25,Patrick Loser,feat: add testing support for react code  (#1763),SKIP,SKIP-CI,-,-,-,"__mocks__/react-native-mmkv.js,babel.config.js,package.json,pnpm-lock.yaml,src/hooks/persisted/useNovel.ts,src/services/migrate/migrateNovel.ts,tsconfig.json",CI/test infra.
e4d7ba306b4441b4743ab9edb7c96751d62e3cde,e4d7ba306b,2026-02-24,Patrick Loser,fix: safety level may not be changed inside a transaction error (#1758),SKIP,SKIP-DRIZZLE,-,-,-,src/database/db.ts,Drizzle db.ts PRAGMA handling.
cc0428752b2e9869677a6bd2dccc449f7a98a552,cc0428752b,2026-02-20,Rajarshee Chatterjee,feat: replace tts notifications with android mediasession controls (closes #1711),SKIP,ALREADY-HAVE,-,-,-,"android/app/build.gradle,android/app/src/main/assets/js/core.js,android/app/src/main/java/com/rajarsheechatterjee/LNReader/MainApplication.kt,App.tsx,src/screens/reader/components/WebViewReader.tsx",MediaSession controls; fork has own TTS media notification.
b8c177bc55016b5a8fb96cc120e8ac050a2f7c73,b8c177bc55,2026-02-19,Patrick Loser,refactor: migrate to drizzle and `op-sqlite` (#1735),SKIP,SKIP-DRIZZLE,-,-,-,".gitignore,App.tsx,babel.config.js,package.json,pnpm-lock.yaml,pnpm-workspace.yaml,src/components/ListView.tsx,src/components/NovelCover.tsx,src/database/db.ts,src/database/migrations/002_add_novel_counters.ts,src/database/migrations/index.ts,src/database/queries/__tests__/CategoryQueries.test.ts,src/database/queries/__tests__/HistoryQueries.test.ts,src/database/queries/__tests__/NovelQueries.test.ts,src/database/queries/__tests__/RepositoryQueries.test.ts,src/database/queries/__tests__/StatsQueries.test.ts,src/database/queries/CategoryQueries.ts,src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/database/queries/StatsQueries.ts,src/database/tables/ChapterTable.ts,src/database/types/index.ts,src/database/utils/migrationRunner.ts,src/hooks/common/useDatabaseInitialization.ts,src/hooks/common/useGithubUpdateChecker.ts,src/hooks/index.ts,src/hooks/persisted/useNovel.ts,src/hooks/persisted/useSettings.ts,src/navigators/types/index.ts,src/screens/browse/components/AvailableTab.tsx,src/screens/BrowseSourceScreen/components/FilterBottomSheet.tsx,src/screens/Categories/CategoriesScreen.tsx,src/screens/Categories/components/AddCategoryModal.tsx,src/screens/Categories/components/CategoryCard.tsx,src/screens/history/HistoryScreen.tsx,src/screens/library/hooks/useLibrary.ts,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/EditInfoModal.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/NovelBottomSheet.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/SetCategoriesModal.tsx,src/screens/novel/NovelScreen.tsx,src/screens/reader/components/ChapterDrawer/index.tsx,src/screens/reader/hooks/useChapter.ts,src/screens/reader/ReaderScreen.tsx,src/screens/settings/SettingsAdvancedScreen.tsx,src/screens/settings/SettingsGeneralScreen/SettingsGeneralScreen.tsx,src/screens/settings/SettingsRepositoryScreen/components/DeleteRepositoryModal.tsx,src/screens/settings/SettingsRepositoryScreen/SettingsRepositoryScreen.tsx,src/screens/settings/SettingsTrackerScreen.tsx,src/screens/updates/components/UpdateNovelCard.tsx,src/services/backup/utils.ts,src/services/migrate/migrateNovel.ts,src/services/Trackers/mangaUpdates.ts,tsconfig.json",Drizzle/op-sqlite migration or API; fork uses raw SQL + MigrationRunner. NOT-FEASIBLE.
7083c51dea1be0af3bb0d53c341f19b32a35dca4,7083c51dea,2026-02-19,Rajarshee Chatterjee,fix: include selectedids in chapter list extradata for selection highlight (closes #1750),SKIP,SKIP-OTHER,-,-,-,src/screens/novel/components/NovelScreenList.tsx,No clear user value / overlaps fork-critical files or infra. See subagent report.
f0693204e1f8f961dff85b195f3c7f4f6f9bb0ce,f0693204e1,2026-02-18,tomsLt0,fix: improve next chapter selection logic (#1744),PORT,A2,MEDIUM,YELLOW,MANUAL,src/database/queries/ChapterQueries.ts,Next chapter selection logic + LIMIT 1; fork ChapterQueries.ts:441 identical pre-fix. Port with d15cf98.
3f8071e48ee603f906cc9e3910abe90d6e3874a5,3f8071e48e,2026-02-18,Rajarshee Chatterjee,chore: release v2.0.3,SKIP,SKIP-RELEASE,-,-,-,"android/app/build.gradle,package.json",Version bump; fork has own numbering (v2.1.3).
a1c5350e8e330e783b6537c366351c2082e99150,a1c5350e8e,2026-02-12,Rajarshee Chatterjee,fix: miscellaneous ui tweaks,SKIP,SKIP-OTHER,-,-,-,"src/components/List/List.tsx,src/screens/Categories/components/CategoryCard.tsx,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/Info/NovelInfoComponents.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/updates/components/UpdateNovelCard.tsx",No clear user value / overlaps fork-critical files or infra. See subagent report.
8f237909d54310220d518000ace81b5fddbc3b5f,8f237909d5,2026-02-12,Rajarshee Chatterjee,feat: show first unread chapter in readbutton and fab when no last read,PORT,B,MEDIUM,YELLOW,MANUAL,"src/database/queries/ChapterQueries.ts,src/hooks/persisted/useNovel.ts,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/NovelScreenList.tsx",First unread chapter in ReadButton/FAB (getFirstUnreadChapter SQL + wiring).
11ff69d4f5b4a79286247ac6c40ca1eac72ad283,11ff69d4f5,2026-02-12,Rajarshee Chatterjee,fix: pre-fetch adjacent page chapters in reader and library updates,PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,"src/components/BottomSheet/BottomSheet.tsx,src/screens/reader/hooks/useChapter.ts",Pre-fetch adjacent page chapters - port only LibraryUpdateQueries preload part; reader part touches fork-critical useChapter.
d15cf987425709f97ec168a46af8d936e944c29e,d15cf98742,2026-02-12,Rajarshee Chatterjee,fix: order chapter pages numerically in queries for accurate retrieval (closes #1742),PORT,A2,MEDIUM,YELLOW,MANUAL,src/database/queries/ChapterQueries.ts,Numeric page ordering CAST(page AS INTEGER) in getCustomPages/getPrevChapter/getNextChapter; fork has identical buggy SQL.
29bd6612e9a9950c61b9a569b761ffa1aaa5d4eb,29bd6612e9,2026-02-12,Rajarshee Chatterjee,refactor: optimize library screen performance and fix category bug,PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,"src/components/NovelCover.tsx,src/components/NovelList.tsx,src/screens/GlobalSearchScreen/components/GlobalSearchResultsList.tsx,src/screens/library/components/LibraryBottomSheet/LibraryBottomSheet.tsx,src/screens/library/hooks/useLibrary.ts,src/screens/library/LibraryScreen.tsx",Library screen perf + update-category index bug - re-implement on fork LibraryScreen/useLibrary.
ab1e36d280768be46acdb57557e09b3e2d37f12b,ab1e36d280,2026-02-08,Rajarshee Chatterjee,refactor: update components to follow material design 3 guidelines,SKIP,SKIP-OTHER,-,-,-,"src/components/Actionbar/Actionbar.tsx,src/components/BottomSheet/BottomSheet.tsx,src/components/BottomTabBar/index.tsx,src/components/Chip/Chip.tsx,src/components/ConfirmationDialog/ConfirmationDialog.tsx,src/components/IconButtonV2/IconButtonV2.tsx,src/components/List/List.tsx,src/components/Menu/index.tsx,src/components/SearchbarV2/SearchbarV2.tsx,src/components/SegmentedControl/SegmentedControl.tsx,src/components/Switch/Switch.tsx,src/components/Switch/SwitchItem.tsx,src/screens/more/MoreScreen.tsx,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderSheetPreferenceItem.tsx",No clear user value / overlaps fork-critical files or infra. See subagent report.
f1fdafd37f1f7d0816484c2e414e39d9885499d8,f1fdafd37f,2026-02-07,Rajarshee Chatterjee,fix: prevent tab bar height jump and shadow flash on browse screen,PORT,A1,LOW,YELLOW,MANUAL,src/screens/browse/BrowseScreen.tsx,Browse tab-bar height jump/shadow flash (initialLayout). Fork BrowseScreen.tsx has eslint-disable header + no Color import - hunk fails apply; MANUAL (review 2026-08-04).
4c7684a3a71e57fb27f910b3edfbdd902353dd47,4c7684a3a7,2026-02-07,Rajarshee Chatterjee,refactor: optimize novel screen performance and fix download state tracking,PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,".gitignore,src/hooks/persisted/useNovel.ts,src/screens/novel/components/Chapter/ChapterDownloadButtons.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/Info/NovelInfoComponents.tsx,src/screens/novel/components/Info/NovelInfoHeader.tsx,src/screens/novel/components/NovelAppbar.tsx,src/screens/novel/components/NovelScreenList.tsx,src/screens/novel/components/PagePaginationControl.tsx,src/screens/novel/NovelScreen.tsx,src/screens/updates/components/UpdateNovelCard.tsx","Novel screen perf + download state tracking - port selectively (updateChapter state bug, Set-based download tracking)."
2f45db659b2fdfa77f9213023d9d2707cbc452e1,2f45db659b,2026-02-07,Rajarshee Chatterjee,fix: replace sync database operations with async to prevent database lock (closes #1716),PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,"src/database/queries/ChapterQueries.ts,src/database/queries/NovelQueries.ts,src/hooks/persisted/useNovel.ts,src/screens/library/hooks/useLibrary.ts,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/Chapter/ChapterDownloadButtons.tsx,src/services/migrate/migrateNovel.ts",Async DB ops to prevent SQLITE_BUSY - fork-side incremental effort.
9e38ad114d182d39880a962cb7acefa55235310d,9e38ad114d,2026-02-06,Rajarshee Chatterjee,fix: sanitize epub filename to remove filesystem-unsafe characters (closes #1480),PORT,A1,MEDIUM,GREEN,DIRECT,src/screens/novel/components/ExportNovelAsEpubButton.tsx,EPUB filename sanitize (1 line ExportNovelAsEpubButton).
45c4ea8ca02031c803224b0d906a6045364d2817,45c4ea8ca0,2026-02-06,Rajarshee Chatterjee,fix: handle ioexception in nativefile to prevent epub import crash loop (closes #1315),PORT,A1,MEDIUM,GREEN,DIRECT,android/app/src/main/java/com/rajarsheechatterjee/NativeFile/NativeFile.kt,NativeFile.kt IOException wrap; prevents EPUB import crash loop.
d2b95ae3166f337d8d3597e1cc9a0bff65832d62,d2b95ae316,2026-02-06,Rajarshee Chatterjee,fix: use nativefile for custom css/js import to fix content uri read failure (closes #1661),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,NativeFile for custom CSS/JS import (Content URI fix).
02121152b3e3cdbbaaff8a34b51cb8e9b2010538,02121152b3,2026-02-06,Rajarshee Chatterjee,fix: stabilize scroll handler references to prevent infinite re-render loop (closes #1679),SKIP,SKIP-OTHER,-,-,-,"src/screens/browse/discover/MalTopNovels.tsx,src/screens/novel/components/NovelScreenList.tsx",No clear user value / overlaps fork-critical files or infra. See subagent report.
caed965b6bad1b788eee3035daba42322454fe26,caed965b6b,2026-02-06,Rajarshee Chatterjee,fix: prevent epub import crash from documentpicker cache cleanup (closes #1725),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,src/screens/library/LibraryScreen.tsx,EPUB import DocumentPicker cache-cleanup crash (copyToCacheDirectory:false).
4088d5966bbc5ec27801b1ddc553f5621b4b6d79,4088d5966b,2026-02-06,Rajarshee Chatterjee,fix: close okhttp response and streams in nativefile.downloadfile (closes #1740),PORT,A1,MEDIUM,GREEN,DIRECT,android/app/src/main/java/com/rajarsheechatterjee/NativeFile/NativeFile.kt,OkHttp response.use in NativeFile.downloadFile; leak fix.
a062beee87d4173383e3033eeacb9376642645e5,a062beee87,2026-02-06,Rajarshee Chatterjee,fix: add max height to set categories modal (closes #1738),PORT,A1,LOW,YELLOW,MANUAL,src/screens/novel/components/SetCategoriesModal.tsx,Set Categories modal maxHeight. Fork SetCategoriesModal rewritten (scaleDimension/AppText) - hunk fails apply; MANUAL (review 2026-08-04).
30958825162fbba2f7b805de6d41ab8e9183f28b,3095882516,2026-02-01,Patrick Loser,replace react-native-paper menus with custom implementation (#1733),SKIP,SKIP-OTHER,-,-,-,"src/components/Menu/index.tsx,src/screens/browse/components/Modals/SourceSettings.tsx,src/screens/BrowseSourceScreen/components/FilterBottomSheet.tsx,src/screens/more/TaskQueueScreen.tsx,src/screens/novel/components/Chapter/ChapterDownloadButtons.tsx",No clear user value / overlaps fork-critical files or infra. See subagent report.
4ad06397960f1fbc633604ef06c2dfca193a220e,4ad0639796,2026-01-31,Patrick Loser,fix: chapter loading for jump to chapter modal and chapter drawer,PORT,B,MEDIUM,YELLOW,MANUAL,"pnpm-lock.yaml,src/database/queries/ChapterQueries.ts,src/hooks/persisted/useNovel.ts,src/screens/novel/components/JumpToChapterModal.tsx,src/screens/novel/NovelScreen.tsx,src/screens/reader/components/ChapterDrawer/index.tsx",Jump-to-chapter/drawer reach unloaded chapters (getNovelChaptersByNumber/Name raw SQL + loadUpToBatch).
b53ec3352f8ce9084e32ddaa352526b39ec6003c,b53ec3352f,2026-01-28,Rajarshee Chatterjee,feat: support additional plugin setting types (dropdown and checkboxes),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,"src/plugins/types/index.ts,src/screens/browse/components/Modals/SourceSettings.tsx",Plugin setting types: dropdown + checkboxes.
c40edd5b2cc68c2b746ba588aa39e142ab99f01e,c40edd5b2c,2026-01-25,Rajarshee Chatterjee,feat: add kitsu tracker (closes #416),PORT,B,HIGH,YELLOW,MANUAL,"src/screens/novel/components/Tracker/ScoreSelectors.tsx,src/screens/novel/components/Tracker/TrackerCards.tsx,src/screens/settings/SettingsTrackerScreen.tsx",Kitsu tracker (new kitsu.ts service + tracker UI wiring). Best value/effort in batch.
bdd42caaaf3c3d5961d444aabc9150057d2de5d9,bdd42caaaf,2026-01-20,Rajarshee Chatterjee,chore: update repository links to use lneader instead of lnreader,SKIP,SKIP-INFRA,-,-,-,"README.md,src/screens/more/About.tsx,strings/languages/en/strings.json",Repo-link rebrand to upstream org - actively harmful for fork.
ab4eee31ceb82c3f89e459279bef8b56de5ec10c,ab4eee31ce,2026-01-20,Rajarshee Chatterjee,feat: allow all safe tags and attributes when sanitizing chapter html (closes #1715),SKIP,SKIP-OTHER,-,-,-,src/screens/reader/utils/sanitizeChapterText.ts,No clear user value / overlaps fork-critical files or infra. See subagent report.
3f9886a2e5300bb9913888872847727ab63597fc,3f9886a2e5,2026-01-17,Rajarshee Chatterjee,chore: update repository links to use lneader instead of lnreader,SKIP,SKIP-INFRA,-,-,-,"README.md,src/screens/more/About.tsx,strings/languages/en/strings.json,strings/types/index.ts",Repo-link rebrand to upstream org - actively harmful for fork.
198b7443ae9c0ee7cc3ff608c0fc89a88880fa84,198b7443ae,2026-01-20,kingstar1111,feat: add rtl (right-to-left) language support (#1717),PORT,D-optional,MEDIUM,RED,MANUAL-rewrite,"src/components/Checkbox/Checkbox.tsx,src/components/Chip/Chip.tsx,src/components/ColorPreferenceItem/ColorPreferenceItem.tsx,src/components/List/List.tsx,src/components/ListView.tsx,src/components/Menu/index.tsx,src/components/RadioButton.tsx,src/components/RadioButton/RadioButton.tsx,src/components/SearchbarV2/SearchbarV2.tsx,src/components/Switch/SwitchItem.tsx,src/components/ThemePicker/ThemePicker.tsx,src/hooks/common/useGithubUpdateChecker.ts,src/navigators/BottomNavigator.tsx,src/screens/browse/components/PluginListItem.tsx,src/screens/browse/components/PluginListItemSkeleton.tsx,src/screens/browse/migration/MigrationSourceItem.tsx,src/screens/BrowseSourceScreen/components/FilterBottomSheet.tsx,src/screens/Categories/components/CategoryCard.tsx,src/screens/GlobalSearchScreen/components/GlobalSearchResultsList.tsx,src/screens/history/components/HistoryCard/HistoryCard.tsx,src/screens/library/hooks/useLibrary.ts,src/screens/library/LibraryScreen.tsx,src/screens/novel/components/ChapterItem.tsx,src/screens/novel/components/NovelAppbar.tsx,src/screens/novel/components/PageNavigationBottomSheet.tsx,src/screens/novel/components/PagePaginationControl.tsx,src/screens/novel/components/Tracker/TrackSearchDialog.tsx,src/screens/novel/components/Tracker/TrackSheet.tsx,src/screens/reader/components/ChapterDrawer/index.tsx,src/screens/reader/components/ReaderAppbar.tsx,src/screens/reader/components/ReaderBottomSheet/ReaderFontPicker.tsx,src/screens/reader/components/ReaderBottomSheet/TTSTab.tsx,src/screens/reader/components/WebViewReader.tsx,src/screens/reader/ReaderScreen.tsx,src/screens/settings/SettingsReaderScreen/components/TabBar.tsx,src/screens/settings/SettingsReaderScreen/SettingsReaderScreen.tsx,src/screens/settings/SettingsReaderScreen/tabs/AdvancedTab.tsx,src/screens/settings/SettingsTrackerScreen.tsx,src/screens/updates/components/UpdateNovelCard.tsx",RTL language support (44 files incl. WebViewReader).
f9c5ca303d71830811a203f98a17c3dd4846f887,f9c5ca303d,2026-01-16,Rajarshee Chatterjee,chore: update indonesian translations (closes #1653),SKIP,SKIP-I18N,-,-,-,,Crowdin sync; fork strings at strings/languages with custom keys - manual per-key diff only.
9922d4394058a6da29ab2789cd8d7b75a37bf1bc,9922d43940,2026-01-15,Rajarshee Chatterjee,fix: remove missing image references during epub export (closes #1696),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,src/screens/novel/components/ExportNovelAsEpubButton.tsx,EPUB export missing-image cleanup.
ae99b077d4e883e678b31ba0235a7abae88e1e94,ae99b077d4,2026-01-15,Rajarshee Chatterjee,feat: add `@noble/ciphers` for plugins (closes #1709),PORT,B-stretch,MEDIUM,YELLOW,MANUAL,"package.json,pnpm-lock.yaml",@noble/ciphers for plugins.
0cb9da90276c6a30d5d917557195f0f0b0ebc70c,0cb9da9027,2026-01-15,Rajarshee Chatterjee,refactor: replace `withtransactionasync` with `withexclusivetransactionasync` for improved concurrency handling (closes #1636),PORT,A2,MEDIUM,YELLOW,MANUAL,"src/database/queries/CategoryQueries.ts,src/database/queries/NovelQueries.ts,src/database/queries/StatsQueries.ts,src/database/utils/helpers.tsx,src/services/migrate/migrateNovel.ts",Reclassified PORT-A2 per review 2026-08-04: PRE-Drizzle expo-sqlite tx fix (withTransactionAsync -> withExclusiveTransactionAsync + await runAsync); fork has identical pre-fix pattern (NovelQueries.ts:180/321, helpers.tsx:133-137 unawaited runAsync); maps 1:1 onto fork raw SQL.
